"trial_name","trial_number","response","RT","question","picture","option1","option2","QUD","picture1","picture2","participant_ID","key_pressed","foil_Type","correctness","g","h","key1","key2","expected","startDate","startTime","age","gender","education","languages","comments","endTime","timeSpent","experiment_id",
"key_press_first_one_comp_4","15","NA","2102","Is this a fractal?","images/Generated_Pictures/Quad_triangle_4.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_first_one_comp_4","16","NA","2275","Is this a fractal?","images/Generated_Pictures/Tri_circle_4.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_first_two_comp_4","4","NA","4794","Is this a fractal?","images/Generated_Pictures/Quad_square_4_false_3.png","NA","NA","","NA","NA","NA","g","NA","incorrect","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_first_one_comp_4","17","NA","2579","Is this a fractal?","images/Generated_Pictures/Quad_arrow_4.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_first_one_comp_4","18","NA","2335","Is this a fractal?","images/Generated_Pictures/Quad_arrow_4.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_first_one_comp_4","19","NA","3337","Is this a fractal?","images/Generated_Pictures/Quad_square_4.png","NA","NA","","NA","NA","NA","g","NA","correct","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_first_one_comp_4","20","NA","1878","Is this a fractal?","images/Generated_Pictures/Quad_circle_2.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_first_two_comp_4","5","NA","3683","Is this a fractal?","images/Generated_Pictures/Quad_triangle_4_false_4.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"fractal_view_2D_fractal","1","NA","5482","Which is the correct continuation?","NA","NA","NA","NA","images/Generated_Pictures/Hexa_arrow_3.png","images/Generated_Pictures/Hexa_arrow_3_false_3.png","928476","left","turn","correct","NA","NA","NA","NA","NA","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"fractal_view_2D_fractal","2","NA","5264","Which is the correct continuation?","NA","NA","NA","NA","images/Generated_Pictures/Quad_circle_4.png","images/Generated_Pictures/Quad_circle_4_false_4.png","928476","left","undefined","correct","NA","NA","NA","NA","NA","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"fractal_view_2D_fractal","3","NA","3193","Which is the correct continuation?","NA","NA","NA","NA","images/Generated_Pictures/Tri_circle_4.png","images/Generated_Pictures/Tri_circle_4_false_3.png","928476","left","turn","correct","NA","NA","NA","NA","NA","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"fractal_view_2D_fractal","4","NA","2881","Which is the correct continuation?","NA","NA","NA","NA","images/Generated_Pictures/Tri_triangle_4_false_4.png","images/Generated_Pictures/Tri_triangle_4.png","928476","right","undefined","correct","NA","NA","NA","NA","NA","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"fractal_view_2D_fractal","5","NA","9398","Which is the correct continuation?","NA","NA","NA","NA","images/Generated_Pictures/Penta_triangle_3_false_3.png","images/Generated_Pictures/Penta_triangle_3.png","928476","right","turn","correct","NA","NA","NA","NA","NA","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"fractal_view_2D_fractal","6","NA","2241","Which is the correct continuation?","NA","NA","NA","NA","images/Generated_Pictures/Quad_square_3.png","images/Generated_Pictures/Quad_square_3_false_3.png","928476","left","turn","correct","NA","NA","NA","NA","NA","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","1","NA","4636","Is this a fractal?","images/Generated_Pictures/Quad_circle_4_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","2","NA","4906","Is this a fractal?","images/Generated_Pictures/Quad_arrow_4_false_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","3","NA","4905","Is this a fractal?","images/Generated_Pictures/Quad_square_4_iteration_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","4","NA","3869","Is this a fractal?","images/Generated_Pictures/Quad_arrow_4_iteration_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second","1","NA","2320","Is this a fractal?","images/Generated_Pictures/Tri_square_4.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","5","NA","1958","Is this a fractal?","images/Generated_Pictures/Quad_arrow_4_false_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","6","NA","2612","Is this a fractal?","images/Generated_Pictures/Tri_arrow_4_false_4.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","7","NA","2106","Is this a fractal?","images/Generated_Pictures/Quad_arrow_4_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","8","NA","2541","Is this a fractal?","images/Generated_Pictures/Tri_square_4_false_4.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second","2","NA","2777","Is this a fractal?","images/Generated_Pictures/Quad_square_4.png","NA","NA","","NA","NA","NA","g","NA","correct","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","9","NA","2193","Is this a fractal?","images/Generated_Pictures/Quad_square_4_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","10","NA","2463","Is this a fractal?","images/Generated_Pictures/Quad_triangle_4_false_4.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","11","NA","6750","Is this a fractal?","images/Generated_Pictures/Quad_square_4_false_3.png","NA","NA","","NA","NA","NA","g","NA","incorrect","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","12","NA","2728","Is this a fractal?","images/Generated_Pictures/Quad_square_4_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second","3","NA","2290","Is this a fractal?","images/Generated_Pictures/Quad_arrow_4.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","13","NA","2668","Is this a fractal?","images/Generated_Pictures/Tri_square_4_false_4.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","14","NA","1908","Is this a fractal?","images/Generated_Pictures/Quad_circle_4_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","15","NA","2713","Is this a fractal?","images/Generated_Pictures/Quad_circle_4_false_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","16","NA","2506","Is this a fractal?","images/Generated_Pictures/Tri_circle_4_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second","4","NA","2252","Is this a fractal?","images/Generated_Pictures/Quad_triangle_4.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","17","NA","2587","Is this a fractal?","images/Generated_Pictures/Quad_square_4_iteration_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","18","NA","2145","Is this a fractal?","images/Generated_Pictures/Tri_circle_4_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","19","NA","2922","Is this a fractal?","images/Generated_Pictures/Quad_triangle_4_iteration_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_4","20","NA","2129","Is this a fractal?","images/Generated_Pictures/Tri_circle_4_false_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second","5","NA","3954","Is this a fractal?","images/Generated_Pictures/Quad_circle_2.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","1","NA","2359","Is this a fractal?","images/Generated_Pictures/Penta_square_3_false_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","2","NA","2605","Is this a fractal?","images/Generated_Pictures/Penta_square_3_iteration_4.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_two_comp_3","1","NA","1906","Is this a fractal?","images/Generated_Pictures/Hexa_arrow_3.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","3","NA","1932","Is this a fractal?","images/Generated_Pictures/Hexa_arrow_3_false_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","4","NA","1913","Is this a fractal?","images/Generated_Pictures/Hexa_circle_3_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_two_comp_3","2","NA","3905","Is this a fractal?","images/Generated_Pictures/Quad_square_3.png","NA","NA","","NA","NA","NA","g","NA","correct","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","5","NA","2184","Is this a fractal?","images/Generated_Pictures/Penta_triangle_3_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","6","NA","2229","Is this a fractal?","images/Generated_Pictures/Hexa_arrow_3_iteration_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_two_comp_3","3","NA","3027","Is this a fractal?","images/Generated_Pictures/Tri_arrow_3.png","NA","NA","","NA","NA","NA","g","NA","correct","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","7","NA","2595","Is this a fractal?","images/Generated_Pictures/Hexa_arrow_3_false_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","8","NA","2420","Is this a fractal?","images/Generated_Pictures/Penta_triangle_3_iteration_3.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_two_comp_3","4","NA","2654","Is this a fractal?","images/Generated_Pictures/Tri_square_3.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","9","NA","2856","Is this a fractal?","images/Generated_Pictures/Penta_square_3_false_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_one_comp_3","10","NA","2810","Is this a fractal?","images/Generated_Pictures/Hexa_square_3_false_2.png","NA","NA","","NA","NA","NA","h","NA","correct","fractal","non-fractal","g","h","non-fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
"key_press_second_two_comp_3","5","NA","3803","Is this a fractal?","images/Generated_Pictures/Tri_arrow_3.png","NA","NA","","NA","NA","NA","h","NA","incorrect","fractal","non-fractal","g","h","fractal","Wed Mar 03 2021 19:19:05 GMT+0100 (Central European Standard Time)","1614795545555","24","female","Abitur / High School","German, Danish","","1614796450333","15.079633333333334","1",
