submission_id,QUD,RT,age,comments,correctness,education,endTime,expected,experiment_id,foil_type,g,gender,h,key1,key2,key_pressed,languages,option1,option2,participant_ID,picture,picture1,picture2,question,response,startDate,startTime,timeSpent,trial_name,trial_number
95,,2860,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_square_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_first_one_comp_4,39
95,,3979,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_circle_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_first_one_comp_4,40
95,,7206,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_square_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_first_two_comp_4,5
95,NA,5691,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,right,1,turn,NA,female,NA,NA,NA,right,"German, Danish",NA,NA,921352,NA,Tri_triangle_3_false_3.png,Tri_triangle_3.png,Which is the correct continuation?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,fractal_view_2D_fractal,1
95,NA,2468,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,right,1,turn,NA,female,NA,NA,NA,right,"German, Danish",NA,NA,921352,NA,Quad_circle_3_false_3.png,Quad_circle_3.png,Which is the correct continuation?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,fractal_view_2D_fractal,2
95,NA,2313,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,left,1,NA,NA,female,NA,NA,NA,left,"German, Danish",NA,NA,921352,NA,Quad_square_4.png,Quad_square_4_false_4.png,Which is the correct continuation?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,fractal_view_2D_fractal,3
95,NA,3072,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,left,1,turn,NA,female,NA,NA,NA,right,"German, Danish",NA,NA,921352,NA,Hexa_square_3.png,Hexa_square_3_false_3.png,Which is the correct continuation?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,fractal_view_2D_fractal,4
95,NA,3008,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,right,1,NA,NA,female,NA,NA,NA,right,"German, Danish",NA,NA,921352,NA,Tri_triangle_4_false_4.png,Tri_triangle_4.png,Which is the correct continuation?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,fractal_view_2D_fractal,5
95,NA,8213,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,left,1,turn,NA,female,NA,NA,NA,left,"German, Danish",NA,NA,921352,NA,Penta_circle_3.png,Penta_circle_3_false_3.png,Which is the correct continuation?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,fractal_view_2D_fractal,6
95,,3985,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_arrow_4_false_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,1
95,,2251,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_square_4_false_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,2
95,,3339,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_square_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,3
95,,7692,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_circle_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,4
95,,3113,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_circle_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second,1
95,,3947,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_arrow_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,5
95,,5686,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_circle_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,6
95,,6221,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_square_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,7
95,,3814,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_square_4_false_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,8
95,,3405,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_triangle_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second,2
95,,6792,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_arrow_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,9
95,,3555,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_triangle_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,10
95,,2735,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_arrow_4_false_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,11
95,,2536,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_triangle_4_false_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,12
95,,4176,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_circle_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second,3
95,,4718,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_square_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,13
95,,4762,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_square_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,14
95,,3403,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_arrow_4_false_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,15
95,,3522,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_arrow_4_false_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,16
95,,2866,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_arrow_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second,4
95,,3236,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_circle_4_false_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,17
95,,3979,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_circle_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,18
95,,3444,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_arrow_4_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,19
95,,5140,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,h,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_circle_4_false_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_4,20
95,,4490,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_arrow_4.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second,5
95,,5979,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Penta_square_3_false_2.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,1
95,,2798,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Penta_circle_3_false_2.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,2
95,,4792,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Hexa_arrow_3_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,3
95,,3119,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Penta_arrow_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_two_comp_3,1
95,,3323,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Penta_triangle_3_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,4
95,,2675,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Hexa_triangle_3_false_2.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,5
95,,2295,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Penta_circle_3_false_2.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,6
95,,6654,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_circle_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_two_comp_3,2
95,,2284,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Penta_circle_3_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,7
95,,2783,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Hexa_square_3_false_2.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,8
95,,2290,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Hexa_square_3_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,9
95,,3219,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Quad_arrow_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_two_comp_3,3
95,,2474,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Hexa_circle_3_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,10
95,,2983,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Penta_arrow_3_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,11
95,,2488,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Hexa_circle_3_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,12
95,,4681,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_triangle_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_two_comp_3,4
95,,4378,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Penta_triangle_3_false_2.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,13
95,,2820,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Hexa_arrow_3_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,14
95,,3202,24,hi lucaaaaaaaaa,incorrect,Abitur / High School,1616153609893,non-fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Hexa_circle_3_false_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_one_comp_3,15
95,,2523,24,hi lucaaaaaaaaa,correct,Abitur / High School,1616153609893,fractal,1,NA,fractal,female,non-fractal,g,h,g,"German, Danish",NA,NA,NA,images/Generated_Pictures/Tri_square_3.png,NA,NA,Is this a fractal?,NA,Fri Mar 19 2021 12:05:12 GMT+0100 (Central European Standard Time),1616151912899,28.28323333333333,key_press_second_two_comp_3,5
